date,open,high,low,close
2018-05-24,16662.55,16753.65,16633.11,16633.97
2018-05-27,16633.97,16677.06,16600.6,16648.47
2018-05-28,16639.06,16791.29,16639.01,16791.09
2018-05-29,16796.49,17052.27,16796.49,17005.86
2018-05-30,17003.37,17003.86,16760.24,16760.24
2018-05-31,16758.6,16761.68,16335.92,16414.53
2018-06-03,16414.53,16699.52,16414.53,16675.31
2018-06-04,16675.31,16717.95,16404.33,16404.33
2018-06-05,16398.64,16398.64,15781.85,16022.11
2018-06-06,16022.11,16209.64,15908.52,15908.91
2018-06-07,15908.91,15960.66,15788.3,15923.66
2018-06-10,15925.3,16176.49,15925.3,16142.72
2018-06-11,16142.72,16148.88,15921.25,15921.25
2018-06-12,15921.25,15970.59,15874.47,15938.11
2018-06-13,15938.11,16188.44,15938.11,16178.28
2018-06-14,16152.46,16282.63,16151.12,16220.93
2018-06-19,16236.97,16247.04,16021.94,16067.77
2018-06-20,16067.96,16143.48,16056.97,16143.48
2018-06-21,16148.64,16351.18,16148.64,16345.77
2018-06-24,16349.99,16414.22,16349.69,16395.02
2018-06-25,16395.02,16571.86,16392.28,16457.51
2018-06-26,16443.88,16443.88,16183.53,16197.44
2018-06-27,16197.44,16251.64,16142.67,16176.41
2018-06-28,16211.43,16407.01,16211.43,16348.55
2018-07-02,16382.21,16422.18,16361.05,16362.59
2018-07-03,16362.59,16421.79,16362.59,16421.32
2018-07-04,16430.5,16456.66,16309.65,16309.65
2018-07-05,16310.99,16310.99,16099.25,16125.34
2018-07-08,16127.44,16242.1,15839.84,15839.84
2018-07-09,15788.98,15788.98,15499.37,15785.93
2018-07-10,15804.96,15921.03,15804.96,15921.03
2018-07-11,15924.28,15971.27,15924.28,15952.42
2018-07-12,15966.46,16041.1,15879.81,15879.81
2018-07-15,15883.9,15925.1,15842.46,15842.46
2018-07-16,15842.46,15842.46,15655.69,15655.89
2018-07-17,15655.51,15713.18,15420.72,15420.72
2018-07-18,15423.66,15592.57,15423.66,15578.73
2018-07-19,15578.73,15592.18,15416.31,15416.31
2018-07-22,15416.28,15417.96,15280.91,15303.79
2018-07-24,15303.79,15559.27,15303.79,15480.37
2018-07-25,15480.37,15494.36,15186.36,15186.36
2018-07-26,15186.36,15199.29,15092.09,15199.29
2018-07-29,15200.25,15393.95,15200.25,15378.11
2018-07-30,15378.11,15378.11,15294.74,15297.02
2018-07-31,15297.02,15580.19,15297.02,15580.19
2018-08-01,15603.21,15757.91,15603.21,15670.18
2018-08-02,15668.78,15812.53,15663.55,15806.38
2018-08-05,15807.38,15807.38,15716.08,15737.05
2018-08-06,15737.86,15741.45,15639.09,15645.56
2018-08-07,15645.04,15761.56,15644.81,15761.55
2018-08-08,15764.34,15895.33,15764.34,15862.86
2018-08-09,15872.42,15983.94,15872.42,15924.06
2018-08-12,15922.31,15922.31,15737.15,15738.34
2018-08-13,15739.74,15739.74,15519.84,15521.52
2018-08-14,15519.07,15551.45,15356.81,15356.81
2018-08-15,15360.68,15380.62,15307.41,15357.44
2018-08-16,15356.39,15394.29,15287.13,15295.97
2018-08-19,15295.98,15295.98,15237.32,15273.39
2018-08-26,15272.69,15346.25,15239.03,15239.03
2018-08-27,15238.21,15246.31,15071.36,15236.64
2018-08-28,15241.79,15627.12,15241.79,15606.18
2018-08-29,15605.48,15835.96,15605.48,15835.73
2018-08-30,15856.2,16021.65,15856.2,16009.41
2018-09-02,15968.61,15995.25,15852.36,15852.36
2018-09-03,15848.66,15848.66,15748.71,15821.92
2018-09-04,15844.76,16004.75,15844.76,15922.96
2018-09-05,15921.61,15929.31,15720.17,15750.94
2018-09-06,15768.1,15813.79,15768.1,15803.17
2018-09-09,15803.52,15817.59,15740.06,15740.06
2018-09-10,15741.16,15741.16,15626.86,15628.43
2018-09-12,15627.38,15627.57,15487.15,15488.49
2018-09-13,15490.93,15490.93,15308.62,15308.62
2018-09-16,15299.18,15299.18,14755.63,14755.63
2018-09-17,14750.49,14750.49,14581.5,14650.97
2018-09-18,14654.11,14843.96,14653.71,14653.91
2018-09-19,14642.31,14642.31,14098.19,14098.56
2018-09-20,14100.9,14371.7,14054.52,14083.48
2018-09-23,14084.25,14304.18,14084.25,14261.25
2018-09-24,14267.27,14304.17,14179.12,14200.68
2018-09-25,14200.43,14360.99,14191.1,14358.64
2018-09-26,14360.18,14615.93,14360.18,14612.18
2018-09-27,14612.56,14647.83,14540.14,14632.4
2018-09-30,14633.1,14810.98,14615.13,14616.47
2018-10-01,14589.98,14589.98,14446.72,14446.72
2018-10-02,14446.65,14455.37,14380.71,14381.55
2018-10-03,14415.51,14491.45,14313.17,14313.17
2018-10-04,14300.74,14300.74,14070.54,14104.9
2018-10-08,14107.43,14110.65,13604.01,13604.01
2018-10-09,13603.94,13690.08,13587.23,13588.74
2018-10-10,13626.76,13627.63,13558.87,13621.23
2018-10-11,13443.68,13443.68,13174.06,13283.31
2018-10-14,13283.58,13588.46,13283.58,13537.47
2018-10-15,13560.99,13572.9,13408.34,13521.46
2018-10-16,13495.92,13698.03,13453.28,13689.39
2018-10-17,13691.77,13845.25,13691.77,13815.6
2018-10-18,13815.32,13838.52,13643.6,13644.16
2018-10-21,13602.2,13602.2,13428.18,13524.67
2018-10-22,13551.16,13646.26,13551.16,13646.26
2018-10-23,13642.89,13669.39,13524.43,13579.6
2018-10-24,13580.11,13580.11,13246.39,13246.39
2018-10-25,13204.33,13204.33,12991.27,13023.73
2018-10-28,13030.37,13094.34,12967.7,12980.96
2018-10-29,12980.84,13074.47,12956.29,13074.47
2018-10-30,13074.72,13155.46,13074.72,13154.56
2018-10-31,13167.21,13378.62,13167.21,13250.29
2018-11-01,13249.6,13254.14,13199.23,13202.32
2018-11-04,13202.09,13244.74,13169.61,13170.28
2018-11-05,13161.52,13236.59,13161.52,13234.62
2018-11-06,13229.14,13436.11,13222.34,13436.11
2018-11-07,13444.54,13652.26,13444.54,13615.85
2018-11-08,13605.84,13746.33,13605.84,13732.68
2018-11-11,13735.08,13776.69,13570.89,13570.89
2018-11-12,13571.06,13678.36,13527.97,13678.36
2018-11-13,13678.48,13717.81,13543.64,13543.64
2018-11-14,13536.06,13536.06,13465.04,13487.2
2018-11-15,13501.91,13695.39,13501.79,13681.67
2018-11-18,13714.79,13976.21,13714.79,13968.8
2018-11-19,13967.85,14005.28,13897.91,13906.31
2018-11-21,13893.5,13893.5,13724.69,13731.12
2018-11-22,13750.06,13780.72,13675.37,13675.37
2018-11-25,13559.31,13559.31,13153.55,13153.55
2018-11-26,13153.3,13154.61,13040.28,13049.12
2018-11-27,13053.18,13215.68,13053.18,13213.95
2018-11-28,13216.76,13397.73,13216.76,13309.49
2018-11-29,13307.49,13357.46,13306.39,13319.5
2018-12-02,13305.12,13305.12,13150.08,13150.08
2018-12-03,13117.58,13166.53,12934.44,12934.44
2018-12-04,12934.27,12934.27,12618.33,12624.74
2018-12-05,12618.46,12661.65,12525.35,12586.74
2018-12-06,12586.39,12653.99,12387.58,12387.58
2018-12-09,12387.82,12387.82,12076.83,12140.0
2018-12-10,12139.65,12478.74,12139.65,12476.18
2018-12-11,12476.39,12664.43,12476.39,12664.41
2018-12-12,12669.22,12856.83,12669.22,12856.83
2018-12-13,12871.57,13019.84,12871.57,12996.89
2018-12-16,12998.32,13022.01,12910.03,12992.06
2018-12-17,12996.36,13218.3,12996.36,13215.4
2018-12-18,13215.78,13223.63,13121.11,13121.11
2018-12-19,13121.72,13152.54,13078.2,13078.2
2018-12-20,13052.23,13137.58,13016.25,13137.58
2018-12-23,13135.1,13152.85,12947.35,12947.35
2018-12-24,12947.76,12947.76,12754.88,12784.44
2018-12-25,12768.54,12768.54,12634.7,12670.63
2018-12-26,12670.63,12857.27,12664.27,12840.16
2018-12-27,12874.75,13037.81,12874.75,12984.21
2018-12-30,12983.27,13009.79,12943.64,12944.52
2018-12-31,12944.8,13036.72,12944.8,13035.77
2019-01-02,13035.66,13221.66,13035.66,13204.37
2019-01-03,13213.75,13288.5,13213.75,13264.7
2019-01-06,13264.7,13343.08,13264.7,13343.08
2019-01-08,13343.08,13423.25,13343.08,13402.7
2019-01-09,13402.7,13510.47,13365.58,13365.58
2019-01-10,13365.58,13370.81,13299.77,13367.44
2019-01-13,13367.44,13581.11,13367.44,13525.83
2019-01-14,13525.83,13525.83,13335.75,13335.75
2019-01-15,13335.75,13468.12,13335.75,13447.12
2019-01-16,13447.12,13565.54,13447.12,13510.27
2019-01-17,13510.27,13554.19,13474.09,13482.99
2019-01-20,13482.99,13500.4,13444.21,13444.21
2019-01-21,13444.21,13588.03,13427.73,13574.99
2019-01-22,13574.99,13622.31,13474.54,13474.55
2019-01-23,13474.55,13519.17,13385.39,13506.65
2019-01-27,13506.65,13822.54,13505.99,13817.1
2019-01-28,13817.1,13930.75,13817.1,13911.34
2019-01-29,13911.34,13978.42,13899.65,13976.52
2019-01-30,13976.52,14152.11,13976.52,14093.4
2019-01-31,14093.4,14148.24,14091.45,14126.68
2019-02-03,14126.68,14245.72,14126.68,14243.81
2019-02-04,14243.81,14379.39,14243.81,14366.06
2019-02-05,14366.06,14733.36,14366.06,14733.11
2019-02-06,14733.11,14768.72,14699.47,14766.59
2019-02-07,14766.59,14810.0,14741.71,14753.68
2019-02-10,14753.68,14787.73,14745.67,14763.94
2019-02-11,14763.94,14798.95,14748.81,14784.82
2019-02-12,14784.82,14935.33,14784.82,14927.64
2019-02-13,14927.64,14999.47,14927.64,14949.07
2019-02-14,14949.07,15076.46,14949.07,14984.46
2019-02-17,14984.46,15298.27,14984.46,15198.89
2019-02-18,15198.89,15321.23,15198.89,15227.24
2019-02-19,15227.24,15245.98,15100.55,15155.84
2019-02-20,15155.84,15259.08,15155.84,15213.54
2019-02-21,15213.54,15217.31,15140.5,15146.71
2019-02-24,15146.71,15146.71,14955.58,14955.58
2019-02-25,14955.58,14955.58,14868.3,14946.35
2019-02-26,14946.35,15072.18,14886.85,14886.85
2019-02-27,14886.85,14886.93,14772.34,14772.34
2019-02-28,14772.34,14931.83,14772.34,14803.97
2019-03-03,14803.97,14936.62,14803.97,14819.6
2019-03-04,14819.6,14912.89,14803.05,14815.18
2019-03-05,14815.18,14867.24,14725.22,14728.38
2019-03-06,14728.38,14762.5,14641.86,14643.09
2019-03-07,14643.09,14904.03,14643.09,14904.03
2019-03-10,14904.03,14980.62,14904.03,14980.62
2019-03-11,14980.62,15112.43,14980.24,15098.12
2019-03-12,15098.12,15145.23,15098.12,15139.86
2019-03-13,15139.86,15209.09,15125.84,15125.84
2019-03-14,15125.84,15152.39,14991.34,14991.34
2019-03-17,14991.34,15048.77,14953.64,15033.48
2019-03-18,15033.48,15083.28,14910.78,14910.78
2019-03-19,14910.78,14910.78,14645.53,14645.53
2019-03-20,14645.53,14761.46,14603.88,14724.4
2019-03-21,14724.4,14830.1,14724.4,14782.81
2019-03-24,14782.81,14899.05,14782.81,14840.9
2019-03-25,14840.9,14840.9,14670.8,14670.8
2019-03-26,14670.8,14685.37,14612.58,14637.4
2019-03-27,14637.4,14715.5,14554.66,14554.66
2019-03-28,14554.66,14665.81,14469.78,14665.81
2019-03-31,14665.81,14753.74,14665.81,14737.88
2019-04-01,14737.88,14955.11,14737.81,14954.14
2019-04-02,14954.14,15166.93,14954.14,15166.46
2019-04-03,15166.46,15246.15,15166.46,15197.84
2019-04-04,15197.84,15257.58,15180.78,15247.81
2019-04-07,15247.81,15262.12,15135.47,15135.47
2019-04-08,15135.47,15185.04,15111.09,15111.09
2019-04-09,15111.09,15111.81,15012.91,15088.55
2019-04-10,15088.55,15110.93,15077.04,15106.54
2019-04-11,15106.54,15157.16,15104.13,15105.96
2019-04-14,15105.96,15159.23,15068.92,15068.96
2019-04-15,15068.96,15085.21,15019.5,15055.42
2019-04-16,15055.42,15092.85,14973.01,14973.01
2019-04-17,14973.01,14973.21,14852.71,14864.01
2019-04-18,14864.01,14955.95,14864.01,14876.37
2019-04-21,14876.37,14896.5,14837.91,14838.63
2019-04-22,14838.63,14838.63,14801.26,14801.26
2019-04-23,14801.26,14801.26,14643.67,14645.78
2019-04-24,14645.78,14779.03,14635.35,14770.27
2019-04-30,14770.27,14920.15,14770.27,14920.15
2019-05-02,14920.15,14977.86,14880.39,14880.39
2019-05-05,14880.39,14882.64,14511.54,14511.54
2019-05-06,14511.54,14511.54,14164.2,14204.59
2019-05-07,14204.59,14430.4,14201.67,14389.91
2019-05-08,14389.91,14389.91,14026.54,14026.81
2019-05-09,14026.81,14060.0,13821.75,14060.0
2019-05-12,14060.0,14165.69,14058.55,14122.1
2019-05-13,14122.1,14126.14,13829.96,13905.73
2019-05-14,13905.73,14097.7,13902.14,14024.15
2019-05-15,14024.15,14024.47,13807.59,13809.46
2019-05-16,13809.46,13865.45,13643.44,13659.73
2019-05-19,13659.73,13715.72,13520.82,13520.82
2019-05-20,13520.82,13524.63,13377.16,13379.46
2019-05-21,13379.46,13615.66,13378.23,13614.21
2019-05-22,13614.21,13682.35,13613.95,13664.23
2019-05-23,13664.23,13783.18,13663.88,13776.85
2019-05-26,13776.85,13982.2,13776.85,13981.88
2019-05-27,13981.88,14034.77,13938.39,13960.47
2019-05-28,13960.47,14044.01,13958.98,14028.0
2019-05-29,14028.0,14087.17,13974.13,13974.13
2019-05-30,13974.13,13992.51,13771.31,13771.31
2019-06-02,13771.31,13771.31,13683.82,13690.72
2019-06-03,13690.72,13787.8,13688.59,13787.8
2019-06-09,13787.8,13922.93,13785.29,13911.66
2019-06-10,13911.66,14148.88,13911.66,14148.88
2019-06-11,14148.88,14286.63,14147.73,14206.18
2019-06-12,14206.18,14207.81,14141.8,14158.11
2019-06-13,14158.11,14209.54,14158.11,14180.53
2019-06-16,14180.53,14214.24,14168.15,14210.09
2019-06-17,14210.09,14268.63,14202.48,14241.21
2019-06-18,14241.21,14249.17,14195.31,14202.86
2019-06-19,14202.86,14215.35,14132.18,14132.18
2019-06-20,14132.18,14133.05,14028.04,14043.42
2019-06-23,14043.42,14075.24,14017.34,14017.34
2019-06-24,14017.34,14033.56,13864.7,13867.47
2019-06-25,13867.47,13885.12,13814.81,13831.23
2019-06-26,13831.23,14006.99,13828.36,14006.99
2019-06-27,14006.99,14150.08,14006.99,14100.74
2019-07-02,14100.74,14155.68,14100.74,14136.58
2019-07-03,14136.58,14178.31,14132.77,14137.22
2019-07-04,14137.22,14137.22,13996.04,13997.4
2019-07-07,13997.4,14015.85,13967.55,14013.04
2019-07-08,14013.04,14044.85,14012.93,14043.33
2019-07-09,14043.33,14145.35,14043.33,14097.43
2019-07-10,14097.43,14097.43,14000.8,14013.26
2019-07-11,14013.26,14013.56,13812.58,13813.56
2019-07-14,13813.56,13881.38,13672.13,13672.13
2019-07-15,13672.13,13672.13,13520.82,13627.89
2019-07-16,13627.89,13762.06,13627.89,13721.82
2019-07-17,13721.82,13724.49,13632.57,13641.94
2019-07-18,13641.94,13690.07,13641.94,13670.27
2019-07-21,13670.27,13670.77,13576.26,13576.26
2019-07-22,13576.26,13699.47,13576.18,13684.57
2019-07-24,13684.57,13698.58,13617.89,13617.89
2019-07-25,13617.89,13622.4,13510.06,13510.06
2019-07-28,13510.06,13562.68,13459.77,13460.0
2019-07-29,13460.0,13467.58,13398.79,13421.91
2019-07-30,13421.91,13478.11,13361.14,13364.63
2019-07-31,13364.63,13392.47,13212.36,13392.47
2019-08-01,13392.47,13525.93,13384.06,13525.93
2019-08-04,13525.93,13635.09,13511.13,13616.26
2019-08-05,13616.26,13616.26,13503.45,13598.66
2019-08-06,13598.66,13659.09,13577.84,13655.91
2019-08-07,13655.91,13881.46,13655.91,13880.57
2019-08-08,13880.57,14180.44,13880.15,14180.44
2019-08-14,14180.44,14540.56,14180.44,14540.56
2019-08-15,14540.56,14540.56,14282.03,14295.13
2019-08-18,14295.13,14421.52,14295.13,14399.7
2019-08-19,14399.7,14420.78,14280.75,14304.37
2019-08-20,14304.37,14435.59,14304.37,14428.08
2019-08-21,14428.08,14477.15,14357.18,14357.18
2019-08-22,14357.18,14363.91,14328.6,14333.16
2019-08-25,14333.16,14490.12,14333.16,14340.51
2019-08-26,14340.51,14340.51,14239.91,14291.03
2019-08-27,14291.03,14331.58,14270.86,14283.5
2019-08-28,14283.5,14595.51,14276.1,14595.51
2019-08-29,14595.51,14838.48,14595.47,14835.36
2019-09-01,14835.36,14936.16,14835.36,14931.66
2019-09-02,14931.66,15115.9,14832.25,15110.23
2019-09-03,15110.23,15123.0,14999.58,14999.58
2019-09-04,14999.58,15001.44,14841.38,14841.38
2019-09-05,14841.38,14945.38,14821.01,14933.18
2019-09-08,14933.18,14945.84,14906.66,14931.11
2019-09-09,14931.11,14960.41,14887.71,14887.78
2019-09-10,14887.78,14962.81,14879.24,14956.36
2019-09-11,14956.36,15033.83,14948.01,15014.82
2019-09-12,15014.82,15117.49,15014.82,15110.37
2019-09-15,15110.37,15127.26,15023.23,15023.23
2019-09-16,15023.23,15023.23,14856.7,14970.24
2019-09-17,14970.24,14990.28,14749.77,14752.45
2019-09-18,14752.45,14776.68,14719.53,14745.1
2019-09-19,14745.1,14753.46,14694.27,14742.07
2019-09-22,14742.07,14742.07,13958.11,13958.11
2019-09-23,13958.11,13972.26,13753.19,13753.19
2019-09-24,13753.19,13753.19,13169.51,13170.2
2019-09-25,13170.2,13599.74,13170.2,13594.61
2019-09-26,13594.61,13917.91,13594.61,13857.12
2019-09-29,13857.12,14385.53,13857.12,14315.79
2019-09-30,14315.79,14348.84,14223.29,14257.75
2019-10-01,14257.75,14497.21,14257.75,14496.84
2019-10-02,14496.84,14523.69,14381.15,14381.15
2019-10-03,14381.15,14381.15,14140.09,14217.81
2019-10-07,14217.81,14436.15,14217.81,14431.72
2019-10-08,14431.72,14465.09,14348.57,14348.57
2019-10-09,14348.57,14348.57,14180.43,14182.7
2019-10-10,14182.7,14337.03,14181.99,14302.27
2019-10-13,14302.27,14314.75,14207.88,14220.47
2019-10-14,14220.47,14266.7,14179.64,14180.76
2019-10-15,14180.76,14180.76,14057.02,14060.82
2019-10-16,14060.82,14209.23,14060.82,14209.23
2019-10-17,14209.23,14283.21,14203.3,14205.86
2019-10-20,14205.86,14253.58,14191.24,14239.45
2019-10-21,14239.45,14267.65,14176.52,14178.51
2019-10-22,14178.51,14224.58,14155.94,14201.32
2019-10-23,14201.32,14201.84,14078.2,14126.51
2019-10-24,14126.51,14223.14,14125.57,14206.67
2019-10-27,14206.67,14256.82,14205.97,14237.39
2019-10-28,14237.39,14340.0,14236.94,14301.09
2019-10-29,14301.09,14465.84,14299.67,14465.47
2019-10-30,14465.47,14525.09,14465.47,14477.79
2019-10-31,14477.79,14561.37,14468.22,14558.02
2019-11-03,14558.02,14650.51,14558.02,14622.75
2019-11-04,14622.75,14675.16,14604.17,14625.78
2019-11-05,14625.78,14798.0,14625.78,14789.61
2019-11-06,14789.61,14794.75,14709.54,14709.79
2019-11-07,14709.79,14797.23,14709.79,14795.87
2019-11-11,14795.87,14831.2,14769.95,14769.95
2019-11-12,14769.95,14787.48,14669.98,14669.98
2019-11-13,14669.98,14686.71,14607.69,14607.69
2019-11-14,14607.69,14610.1,14507.63,14545.54
2019-11-17,14545.54,14572.8,14528.78,14556.32
2019-11-18,14556.32,14556.39,14378.59,14378.59
2019-11-19,14378.59,14406.21,14313.46,14313.46
2019-11-20,14313.46,14314.24,14223.82,14224.38
2019-11-21,14224.38,14224.38,14094.58,14094.58
2019-11-24,14094.58,14094.58,14050.16,14050.16
2019-11-25,14050.16,14052.59,13974.14,13974.14
2019-11-26,13974.14,13974.81,13781.49,13781.96
2019-11-27,13781.96,13812.13,13759.16,13759.7
2019-11-28,13759.7,13866.63,13744.6,13849.46
2019-12-01,13849.46,13877.37,13780.63,13780.63
2019-12-02,13780.63,13791.47,13537.8,13537.8
2019-12-03,13537.8,13544.28,13388.39,13469.6
2019-12-04,13469.6,13635.52,13469.6,13635.52
2019-12-05,13635.52,13695.89,13622.13,13622.13
2019-12-08,13622.13,13622.13,13493.66,13493.69
2019-12-09,13493.69,13499.49,13436.22,13442.52
2019-12-10,13442.52,13509.02,13423.59,13509.02
2019-12-11,13509.02,13521.88,13427.22,13427.22
2019-12-12,13427.22,13427.22,13353.15,13358.47
2019-12-15,13358.47,13433.54,13357.47,13433.54
2019-12-16,13433.54,13455.27,13404.24,13404.42
2019-12-17,13404.42,13627.19,13404.41,13627.19
2019-12-18,13627.19,13798.63,13627.19,13793.99
2019-12-19,13793.99,13856.67,13793.99,13837.19
2019-12-22,13837.19,13901.57,13793.47,13892.65
2019-12-23,13892.65,13904.67,13873.49,13902.43
2019-12-24,13902.43,13902.43,13794.35,13805.43
2019-12-25,13805.43,13846.31,13741.01,13747.68
2019-12-26,13747.68,13887.12,13746.82,13884.95
2019-12-29,13884.95,13893.3,13811.38,13812.98
2019-12-30,13812.98,13952.29,13812.86,13937.26
2019-12-31,13937.26,14092.47,13926.98,13961.56
2020-01-02,13961.56,13964.95,13899.54,13899.54
2020-01-05,13899.54,13899.54,13283.66,13283.66
2020-01-06,13283.66,13283.66,13005.23,13212.66
2020-01-08,13212.66,13542.48,13102.08,13542.48
2020-01-09,13542.48,13736.07,13542.37,13729.81
2020-01-12,13729.81,13802.99,13726.32,13802.57
2020-01-13,13802.57,13834.09,13698.64,13698.64
2020-01-14,13698.64,13763.83,13698.09,13756.64
2020-01-15,13756.64,13779.28,13713.63,13769.64
2020-01-16,13769.64,13824.16,13766.96,13824.16
2020-01-19,13824.16,13977.72,13817.52,13918.18
2020-01-20,13918.18,13941.65,13773.73,13773.73
2020-01-21,13773.73,13773.73,13631.72,13639.72
2020-01-22,13639.72,13786.73,13639.72,13752.11
2020-01-23,13752.11,13782.27,13720.3,13728.09
2020-01-26,13728.09,13748.29,13716.65,13721.45
2020-01-27,13721.45,13748.08,13639.69,13639.69
2020-01-28,13639.69,13639.69,13563.7,13620.58
2020-01-29,13620.58,13764.43,13620.58,13762.84
2020-01-30,13762.84,13918.84,13762.84,13918.84
2020-02-02,13918.84,13943.16,13888.89,13888.89
2020-02-03,13888.89,13906.78,13852.89,13878.33
2020-02-04,13878.33,13970.67,13878.33,13915.05
2020-02-05,13915.05,14000.86,13915.05,13987.16
2020-02-06,13987.16,14121.54,13987.16,14105.86
2020-02-09,14105.86,14137.22,14105.7,14108.24
2020-02-10,14108.24,14108.24,13964.45,13979.36
2020-02-11,13979.36,14052.93,13979.36,14009.32
2020-02-12,14009.32,14009.4,13840.94,13845.16
2020-02-13,13845.16,13895.92,13844.26,13859.45
2020-02-16,13859.45,13859.71,13724.72,13737.4
2020-02-17,13737.4,13806.12,13734.67,13800.25
2020-02-18,13800.25,13803.82,13636.93,13636.93
2020-02-19,13636.93,13710.45,13626.41,13694.99
2020-02-20,13694.99,13741.07,13693.43,13720.65
2020-02-23,13720.65,13763.24,13688.05,13688.05
2020-02-24,13688.05,13688.05,13441.28,13441.86
2020-02-25,13441.86,13442.48,13326.41,13328.26
2020-02-26,13328.26,13328.26,13190.14,13200.66
2020-02-27,13200.66,13255.64,13008.94,13008.94
2020-03-01,13008.94,13008.94,12210.82,12222.59
2020-03-02,12222.59,12458.33,12222.59,12289.87
2020-03-03,12289.87,12488.97,12289.87,12419.52
2020-03-04,12419.52,12475.68,12181.93,12182.46
2020-03-05,12182.46,12358.18,12182.46,12347.65
2020-03-08,12347.65,12347.65,11847.94,11849.39
2020-03-09,11849.39,11849.39,10913.61,10983.48
2020-03-10,10983.48,11199.96,10983.48,11199.96
2020-03-11,11199.96,11399.21,11192.68,11194.12
2020-03-15,11194.12,11194.12,10148.34,10148.34
2020-03-16,10148.34,10148.34,9285.56,9428.94
2020-03-17,9428.94,9428.94,9160.64,9201.65
2020-03-18,9201.65,9323.59,8756.7,8756.7
2020-03-19,8756.7,9205.58,8113.82,9205.58
2020-03-22,9205.58,9824.58,9205.58,9750.66
2020-03-23,9750.66,10414.65,9750.66,10047.44
2020-03-24,10047.44,10047.44,9770.47,9770.48
2020-03-25,9770.48,9910.81,9770.48,9865.67
2020-03-26,9865.67,9930.28,9856.9,9912.98
2020-03-29,9912.98,9912.98,9744.74,9760.18
2020-03-30,9760.18,9762.26,9507.38,9521.43
2020-03-31,9521.43,9623.99,9517.1,9593.94
2020-04-01,9593.94,9593.94,9414.23,9424.89
2020-04-02,9424.89,9488.46,9399.21,9455.38
2020-04-05,9455.38,9455.38,9264.51,9272.88
2020-04-06,9272.88,9447.08,9272.88,9446.99
2020-04-07,9446.99,9840.62,9446.99,9840.62
2020-04-08,9840.62,10097.65,9840.62,10095.57
2020-04-09,10095.57,10382.7,10095.57,10321.97
2020-04-12,10321.97,10352.36,10224.78,10237.47
2020-04-13,10237.47,10374.16,10237.47,10353.72
2020-04-14,10353.72,10458.42,10353.72,10458.16
2020-04-15,10458.16,10502.88,10342.11,10342.13
2020-04-16,10342.13,10342.13,10141.56,10154.64
2020-04-21,10154.64,10154.64,9874.85,9874.94
2020-04-22,9874.94,9887.73,9773.43,9801.33
2020-04-23,9801.33,10120.46,9801.33,10120.46
2020-04-26,10120.46,10378.79,10120.46,10377.24
2020-04-27,10377.24,10462.63,10325.23,10376.0
2020-04-28,10376.0,10419.97,10333.88,10415.12
2020-04-29,10415.12,10556.3,10415.12,10545.26
2020-04-30,10545.26,10571.54,10513.71,10554.04
2020-05-03,10554.04,10554.04,10199.85,10199.85
2020-05-04,10199.85,10199.85,10069.92,10081.96
2020-05-05,10081.96,10198.77,10081.96,10188.31
2020-05-06,10188.31,10295.24,10188.31,10293.95
2020-05-07,10293.95,10312.7,10173.99,10176.73
2020-05-10,10176.73,10262.13,10168.23,10257.75
2020-05-11,10257.75,10296.36,10161.39,10296.33
2020-05-12,10296.33,10590.93,10296.33,10588.36
2020-05-13,10588.36,10591.03,10382.3,10396.28
2020-05-14,10396.28,10396.28,10286.98,10287.21
2020-05-17,10287.21,10366.79,10282.92,10357.44
2020-05-18,10357.44,10378.46,10278.93,10278.93
2020-05-19,10278.93,10396.84,10278.93,10357.24
2020-05-20,10357.24,10358.4,10203.15,10205.4
2020-05-21,10205.4,10205.4,10063.96,10109.91
2020-05-31,10109.91,10248.99,10109.91,10220.14
2020-06-01,10220.14,10233.23,10195.29,10227.38
2020-06-02,10227.38,10344.02,10227.38,10338.71
2020-06-03,10338.71,10431.35,10338.71,10424.1
2020-06-04,10424.1,10621.3,10424.1,10621.14
2020-06-07,10621.14,11109.81,10621.14,11108.62
2020-06-08,11108.62,11215.28,11086.1,11146.53
2020-06-09,11146.53,11146.53,11063.04,11063.04
2020-06-10,11063.04,11067.6,10933.58,10933.58
2020-06-11,10933.58,10933.58,10831.92,10831.92
2020-06-14,10831.92,10831.92,10703.99,10731.17
2020-06-15,10731.17,10731.17,10575.45,10668.42
2020-06-16,10668.42,10955.79,10668.42,10935.32
2020-06-17,10935.32,10941.65,10888.71,10905.75
2020-06-18,10905.75,10905.75,10856.26,10857.87
2020-06-21,10857.87,10857.87,10707.25,10823.91
2020-06-22,10823.91,10871.82,10742.36,10742.36
2020-06-23,10742.36,10773.43,10695.4,10764.82
2020-06-24,10764.82,11040.88,10764.82,11039.54
2020-06-25,11039.54,11088.8,10890.48,10890.48
2020-06-28,10890.48,10890.48,10842.68,10848.65
2020-06-29,10848.65,10852.46,10744.19,10750.1
2020-06-30,10750.1,10821.72,10750.1,10764.59
2020-07-05,10764.59,10962.3,10764.59,10959.35
2020-07-06,10959.35,11100.75,10959.35,11087.64
2020-07-07,11087.64,11104.32,11037.43,11050.2
2020-07-08,11050.2,11172.57,11050.2,11127.85
2020-07-09,11127.85,11127.85,10944.58,10957.02
2020-07-12,10957.02,11072.12,10957.02,11071.96
2020-07-13,11071.96,11140.45,11007.85,11007.85
2020-07-14,11007.85,11007.85,10867.7,10873.53
